cluster_name,career_title,keyskill_name,weight_percentage
"Business, Management & Administration",Compliance Officer,Regulatory Knowledge,35
"Business, Management & Administration",Compliance Officer,Attention to Detail,25
"Business, Management & Administration",Compliance Officer,Analytical Skills,20
"Business, Management & Administration",Compliance Officer,Communication,10
"Business, Management & Administration",Compliance Officer,Reporting,10
"Business, Management & Administration",Executive Assistant,Scheduling,30
"Business, Management & Administration",Executive Assistant,Organization,25
"Business, Management & Administration",Executive Assistant,Communication,20
"Business, Management & Administration",Executive Assistant,Confidentiality,15
"Business, Management & Administration",Executive Assistant,Problem Solving,10
"Business, Management & Administration",Customer Service Manager,Customer Service,35
"Business, Management & Administration",Customer Service Manager,Communication,25
"Business, Management & Administration",Customer Service Manager,Problem Solving,20
"Business, Management & Administration",Customer Service Manager,Conflict Resolution,10
"Business, Management & Administration",Customer Service Manager,Leadership,10
"Business, Management & Administration",Receptionist,Communication,35
"Business, Management & Administration",Receptionist,Customer Service,25
"Business, Management & Administration",Receptionist,Organization,20
"Business, Management & Administration",Receptionist,Scheduling,10
"Business, Management & Administration",Receptionist,Record Keeping,10
"Business, Management & Administration",Office Clerk,Record Keeping,30
"Business, Management & Administration",Office Clerk,Data Entry,25
"Business, Management & Administration",Office Clerk,Organization,20
"Business, Management & Administration",Office Clerk,Communication,15
"Business, Management & Administration",Office Clerk,Scheduling,10
"Business, Management & Administration",Project Manager,Project Management,35
"Business, Management & Administration",Project Manager,Leadership,25
"Business, Management & Administration",Project Manager,Communication,20
"Business, Management & Administration",Project Manager,Scheduling,10
"Business, Management & Administration",Project Manager,Risk Management,10
"Business, Management & Administration",Event Planner,Event Planning,35
"Business, Management & Administration",Event Planner,Organization,25
"Business, Management & Administration",Event Planner,Communication,20
"Business, Management & Administration",Event Planner,Vendor Management,10
"Business, Management & Administration",Event Planner,Budgeting,10
"Business, Management & Administration",Procurement Specialist,Procurement,35
"Business, Management & Administration",Procurement Specialist,Negotiation Skills,25
"Business, Management & Administration",Procurement Specialist,Data Analysis,20
"Business, Management & Administration",Procurement Specialist,Vendor Management,10
"Business, Management & Administration",Procurement Specialist,Communication,10
"Business, Management & Administration",Logistician,Logistics Management,35
"Business, Management & Administration",Logistician,Data Analysis,25
"Business, Management & Administration",Logistician,Organization,20
"Business, Management & Administration",Logistician,Problem Solving,10
"Business, Management & Administration",Logistician,Communication,10
"Business, Management & Administration",Supply Chain Analyst,Supply Chain Analysis,35
"Business, Management & Administration",Supply Chain Analyst,Data Analysis,25
"Business, Management & Administration",Supply Chain Analyst,Problem Solving,20
"Business, Management & Administration",Supply Chain Analyst,Organization,10
"Business, Management & Administration",Supply Chain Analyst,Communication,10
"Business, Management & Administration",Entrepreneur,Business Planning,30
"Business, Management & Administration",Entrepreneur,Risk Taking,25
"Business, Management & Administration",Entrepreneur,Decision Making,20
"Business, Management & Administration",Entrepreneur,Leadership,15
"Business, Management & Administration",Entrepreneur,Networking,10
"Business, Management & Administration",Franchise Owner,Business Management,30
"Business, Management & Administration",Franchise Owner,Marketing,25
"Business, Management & Administration",Franchise Owner,Financial Planning,20
"Business, Management & Administration",Franchise Owner,Leadership,15
"Business, Management & Administration",Franchise Owner,Customer Service,10
"Business, Management & Administration",MIS Executive (Admin),MIS Reporting,35
"Business, Management & Administration",MIS Executive (Admin),Data Analysis,25
"Business, Management & Administration",MIS Executive (Admin),Communication,20
"Business, Management & Administration",MIS Executive (Admin),Attention to Detail,10
"Business, Management & Administration",MIS Executive (Admin),Organization,10
"Business, Management & Administration",Office Executive,Office Administration,30
"Business, Management & Administration",Office Executive,Organization,25
"Business, Management & Administration",Office Executive,Communication,20
"Business, Management & Administration",Office Executive,Scheduling,15
"Business, Management & Administration",Office Executive,Record Keeping,10
"Business, Management & Administration",Admin Officer,Administration,35
"Business, Management & Administration",Admin Officer,Organization,25
"Business, Management & Administration",Admin Officer,Record Keeping,20
"Business, Management & Administration",Admin Officer,Communication,10
"Business, Management & Administration",Admin Officer,Scheduling,10
"Business, Management & Administration",Accounts Payable Clerk,Accounts Payable,35
"Business, Management & Administration",Accounts Payable Clerk,Data Entry,25
"Business, Management & Administration",Accounts Payable Clerk,Organization,20
"Business, Management & Administration",Accounts Payable Clerk,Communication,10
"Business, Management & Administration",Accounts Payable Clerk,Attention to Detail,10
"Business, Management & Administration",Business Process Executive,Process Management,35
"Business, Management & Administration",Business Process Executive,Data Analysis,25
"Business, Management & Administration",Business Process Executive,Communication,20
"Business, Management & Administration",Business Process Executive,Problem Solving,10
"Business, Management & Administration",Business Process Executive,Organization,10
"Business, Management & Administration",Front Office Executive,Communication,35
"Business, Management & Administration",Front Office Executive,Customer Service,25
"Business, Management & Administration",Front Office Executive,Organization,20
"Business, Management & Administration",Front Office Executive,Scheduling,10
"Business, Management & Administration",Front Office Executive,Record Keeping,10
"Business, Management & Administration",Data Entry Operator,Data Entry,35
"Business, Management & Administration",Data Entry Operator,Attention to Detail,25
"Business, Management & Administration",Data Entry Operator,Typing Skills,20
"Business, Management & Administration",Data Entry Operator,Organization,10
"Business, Management & Administration",Data Entry Operator,Record Keeping,10
"Business, Management & Administration",Documentation Executive,Documentation,35
"Business, Management & Administration",Documentation Executive,Data Management,25
"Business, Management & Administration",Documentation Executive,Communication,20
"Business, Management & Administration",Documentation Executive,Organization,10
"Business, Management & Administration",Documentation Executive,Attention to Detail,10
Education & Training,Primary School Teacher,Teaching,35
Education & Training,Primary School Teacher,Lesson Planning,25
Education & Training,Primary School Teacher,Child Development,20
Education & Training,Primary School Teacher,Classroom Management,10
Education & Training,Primary School Teacher,Communication,10
Education & Training,Secondary School Teacher,Subject Knowledge,35
Education & Training,Secondary School Teacher,Teaching,25
Education & Training,Secondary School Teacher,Lesson Planning,20
Education & Training,Secondary School Teacher,Assessment,10
Education & Training,Secondary School Teacher,Classroom Management,10
Education & Training,Special Education Teacher,Special Education,35
Education & Training,Special Education Teacher,Individualized Instruction,25
Education & Training,Special Education Teacher,Empathy,20
Education & Training,Special Education Teacher,Communication,10
Education & Training,Special Education Teacher,Classroom Management,10
Education & Training,Preschool Teacher,Early Childhood Development,35
Education & Training,Preschool Teacher,Teaching,25
Education & Training,Preschool Teacher,Creativity,20
Education & Training,Preschool Teacher,Patience,10
Education & Training,Preschool Teacher,Communication,10
Education & Training,Educational Counselor,Counseling,35
Education & Training,Educational Counselor,Communication,25
Education & Training,Educational Counselor,Assessment,20
Education & Training,Educational Counselor,Empathy,10
Education & Training,Educational Counselor,Guidance,10
Education & Training,Principal,Leadership,35
Education & Training,Principal,Administration,25
Education & Training,Principal,Communication,20
Education & Training,Principal,Conflict Resolution,10
Education & Training,Principal,Decision Making,10
Education & Training,Vice Principal,Administration,35
Education & Training,Vice Principal,Leadership,25
Education & Training,Vice Principal,Communication,20
Education & Training,Vice Principal,Scheduling,10
Education & Training,Vice Principal,Conflict Resolution,10
Education & Training,School Administrator,Administration,35
Education & Training,School Administrator,Organization,25
Education & Training,School Administrator,Communication,20
Education & Training,School Administrator,Scheduling,10
Education & Training,School Administrator,Record Keeping,10
Education & Training,Librarian,Library Management,35
Education & Training,Librarian,Information Retrieval,25
Education & Training,Librarian,Organization,20
Education & Training,Librarian,Communication,10
Education & Training,Librarian,Cataloguing,10
Education & Training,School Counselor,Counseling,35
Education & Training,School Counselor,Assessment,25
Education & Training,School Counselor,Communication,20
Education & Training,School Counselor,Empathy,10
Education & Training,School Counselor,Guidance,10
Education & Training,Physical Education Teacher,Physical Training,35
Education & Training,Physical Education Teacher,Teaching,25
Education & Training,Physical Education Teacher,Motivation,20
Education & Training,Physical Education Teacher,Communication,10
Education & Training,Physical Education Teacher,Organization,10
Education & Training,Art Teacher,Art Instruction,35
Education & Training,Art Teacher,Creativity,25
Education & Training,Art Teacher,Communication,20
Education & Training,Art Teacher,Classroom Management,10
Education & Training,Art Teacher,Assessment,10
Education & Training,Music Teacher,Music Instruction,35
Education & Training,Music Teacher,Performance,25
Education & Training,Music Teacher,Creativity,20
Education & Training,Music Teacher,Communication,10
Education & Training,Music Teacher,Assessment,10
Education & Training,Language Teacher,Language Instruction,35
Education & Training,Language Teacher,Communication,25
Education & Training,Language Teacher,Assessment,20
Education & Training,Language Teacher,Classroom Management,10
Education & Training,Language Teacher,Curriculum Planning,10
Education & Training,Computer Teacher,Computer Instruction,35
Education & Training,Computer Teacher,Subject Knowledge,25
Education & Training,Computer Teacher,Communication,20
Education & Training,Computer Teacher,Assessment,10
Education & Training,Computer Teacher,Curriculum Planning,10
Education & Training,Laboratory Instructor,Lab Instruction,35
Education & Training,Laboratory Instructor,Experimentation,25
Education & Training,Laboratory Instructor,Safety Practices,20
Education & Training,Laboratory Instructor,Record Keeping,10
Education & Training,Laboratory Instructor,Communication,10
Education & Training,Educational Coordinator,Coordination,35
Education & Training,Educational Coordinator,Organization,25
Education & Training,Educational Coordinator,Communication,20
Education & Training,Educational Coordinator,Curriculum Planning,10
Education & Training,Educational Coordinator,Scheduling,10
Education & Training,Academic Advisor,Advising,35
Education & Training,Academic Advisor,Communication,25
Education & Training,Academic Advisor,Assessment,20
Education & Training,Academic Advisor,Scheduling,10
Education & Training,Academic Advisor,Record Keeping,10
Education & Training,Instructional Designer,Instructional Design,35
Education & Training,Instructional Designer,Curriculum Planning,25
Education & Training,Instructional Designer,Research,20
Education & Training,Instructional Designer,Communication,10
Education & Training,Instructional Designer,Assessment,10
Education & Training,Tutor,Subject Knowledge,35
Education & Training,Tutor,Individual Instruction,25
Education & Training,Tutor,Communication,20
Education & Training,Tutor,Assessment,10
Education & Training,Tutor,Motivation,10
Finance,Accountant,Accounting,35
Finance,Accountant,Financial Reporting,25
Finance,Accountant,Taxation,20
Finance,Accountant,Compliance,10
Finance,Accountant,Attention to Detail,10
Finance,Auditor,Auditing,35
Finance,Auditor,Compliance,25
Finance,Auditor,Risk Assessment,20
Finance,Auditor,Analytical Skills,10
Finance,Auditor,Reporting,10
Finance,Financial Analyst,Financial Analysis,35
Finance,Financial Analyst,Data Interpretation,25
Finance,Financial Analyst,Reporting,20
Finance,Financial Analyst,Market Research,10
Finance,Financial Analyst,Communication,10
Finance,Investment Banker,Investment Analysis,35
Finance,Investment Banker,Financial Modeling,25
Finance,Investment Banker,Communication,20
Finance,Investment Banker,Negotiation Skills,10
Finance,Investment Banker,Risk Assessment,10
Finance,Credit Analyst,Credit Analysis,35
Finance,Credit Analyst,Risk Assessment,25
Finance,Credit Analyst,Financial Reporting,20
Finance,Credit Analyst,Communication,10
Finance,Credit Analyst,Decision Making,10
Finance,Loan Officer,Loan Processing,35
Finance,Loan Officer,Credit Evaluation,25
Finance,Loan Officer,Communication,20
Finance,Loan Officer,Risk Assessment,10
Finance,Loan Officer,Compliance,10
Finance,Tax Consultant,Tax Planning,35
Finance,Tax Consultant,Compliance,25
Finance,Tax Consultant,Accounting,20
Finance,Tax Consultant,Communication,10
Finance,Tax Consultant,Research,10
Finance,Treasury Manager,Treasury Management,35
Finance,Treasury Manager,Cash Flow Analysis,25
Finance,Treasury Manager,Risk Management,20
Finance,Treasury Manager,Compliance,10
Finance,Treasury Manager,Reporting,10
Finance,Financial Planner,Financial Planning,35
Finance,Financial Planner,Client Counseling,25
Finance,Financial Planner,Investment Advisory,20
Finance,Financial Planner,Communication,10
Finance,Financial Planner,Risk Assessment,10
Finance,Risk Manager,Risk Management,35
Finance,Risk Manager,Data Analysis,25
Finance,Risk Manager,Compliance,20
Finance,Risk Manager,Communication,10
Finance,Risk Manager,Reporting,10
Finance,Insurance Underwriter,Underwriting,35
Finance,Insurance Underwriter,Risk Assessment,25
Finance,Insurance Underwriter,Compliance,20
Finance,Insurance Underwriter,Data Analysis,10
Finance,Insurance Underwriter,Communication,10
Finance,Insurance Agent,Insurance Sales,35
Finance,Insurance Agent,Communication,25
Finance,Insurance Agent,Client Counseling,20
Finance,Insurance Agent,Risk Assessment,10
Finance,Insurance Agent,Product Knowledge,10
Finance,Stock Broker,Stock Trading,35
Finance,Stock Broker,Investment Advisory,25
Finance,Stock Broker,Communication,20
Finance,Stock Broker,Data Analysis,10
Finance,Stock Broker,Negotiation Skills,10
Finance,Mutual Fund Analyst,Mutual Fund Analysis,35
Finance,Mutual Fund Analyst,Financial Research,25
Finance,Mutual Fund Analyst,Reporting,20
Finance,Mutual Fund Analyst,Data Analysis,10
Finance,Mutual Fund Analyst,Communication,10
Finance,Actuary,Actuarial Analysis,35
Finance,Actuary,Risk Assessment,25
Finance,Actuary,Data Modeling,20
Finance,Actuary,Statistical Skills,10
Finance,Actuary,Reporting,10
Finance,Cost Accountant,Cost Accounting,35
Finance,Cost Accountant,Data Analysis,25
Finance,Cost Accountant,Reporting,20
Finance,Cost Accountant,Budgeting,10
Finance,Cost Accountant,Compliance,10
Finance,Budget Analyst,Budget Planning,35
Finance,Budget Analyst,Data Analysis,25
Finance,Budget Analyst,Reporting,20
Finance,Budget Analyst,Financial Forecasting,10
Finance,Budget Analyst,Communication,10
Finance,Payroll Manager,Payroll Processing,35
Finance,Payroll Manager,Compliance,25
Finance,Payroll Manager,Data Entry,20
Finance,Payroll Manager,Communication,10
Finance,Payroll Manager,Record Keeping,10
Finance,Finance Manager,Financial Management,35
Finance,Finance Manager,Leadership,25
Finance,Finance Manager,Data Analysis,20
Finance,Finance Manager,Communication,10
Finance,Finance Manager,Reporting,10
Government & Public Administration,Administrative Officer,Administration,35
Government & Public Administration,Administrative Officer,Organization,25
Government & Public Administration,Administrative Officer,Record Keeping,20
Government & Public Administration,Administrative Officer,Communication,10
Government & Public Administration,Administrative Officer,Compliance,10
Government & Public Administration,Public Policy Analyst,Policy Analysis,35
Government & Public Administration,Public Policy Analyst,Research,25
Government & Public Administration,Public Policy Analyst,Data Interpretation,20
Government & Public Administration,Public Policy Analyst,Communication,10
Government & Public Administration,Public Policy Analyst,Reporting,10
Government & Public Administration,Urban Development Officer,Urban Planning,35
Government & Public Administration,Urban Development Officer,Project Management,25
Government & Public Administration,Urban Development Officer,Regulatory Knowledge,20
Government & Public Administration,Urban Development Officer,Communication,10
Government & Public Administration,Urban Development Officer,Data Analysis,10
Government & Public Administration,Tax Officer,Tax Administration,35
Government & Public Administration,Tax Officer,Compliance,25
Government & Public Administration,Tax Officer,Data Analysis,20
Government & Public Administration,Tax Officer,Communication,10
Government & Public Administration,Tax Officer,Reporting,10
Government & Public Administration,Revenue Inspector,Inspection,35
Government & Public Administration,Revenue Inspector,Compliance,25
Government & Public Administration,Revenue Inspector,Reporting,20
Government & Public Administration,Revenue Inspector,Communication,10
Government & Public Administration,Revenue Inspector,Data Analysis,10
Government & Public Administration,Law Enforcement Officer,Law Enforcement,35
Government & Public Administration,Law Enforcement Officer,Investigation,25
Government & Public Administration,Law Enforcement Officer,Communication,20
Government & Public Administration,Law Enforcement Officer,Compliance,10
Government & Public Administration,Law Enforcement Officer,Report Writing,10
Government & Public Administration,Intelligence Officer,Intelligence Gathering,35
Government & Public Administration,Intelligence Officer,Data Analysis,25
Government & Public Administration,Intelligence Officer,Communication,20
Government & Public Administration,Intelligence Officer,Critical Thinking,10
Government & Public Administration,Intelligence Officer,Report Writing,10
Government & Public Administration,Foreign Service Officer,Diplomacy,35
Government & Public Administration,Foreign Service Officer,Communication,25
Government & Public Administration,Foreign Service Officer,Policy Analysis,20
Government & Public Administration,Foreign Service Officer,Cultural Knowledge,10
Government & Public Administration,Foreign Service Officer,Negotiation Skills,10
Government & Public Administration,Election Officer,Election Management,35
Government & Public Administration,Election Officer,Communication,25
Government & Public Administration,Election Officer,Compliance,20
Government & Public Administration,Election Officer,Data Entry,10
Government & Public Administration,Election Officer,Organization,10
Government & Public Administration,Social Welfare Officer,Social Work,35
Government & Public Administration,Social Welfare Officer,Communication,25
Government & Public Administration,Social Welfare Officer,Community Outreach,20
Government & Public Administration,Social Welfare Officer,Empathy,10
Government & Public Administration,Social Welfare Officer,Counseling,10
Government & Public Administration,Panchayat Secretary,Administration,35
Government & Public Administration,Panchayat Secretary,Record Keeping,25
Government & Public Administration,Panchayat Secretary,Communication,20
Government & Public Administration,Panchayat Secretary,Compliance,10
Government & Public Administration,Panchayat Secretary,Community Engagement,10
Government & Public Administration,District Collector,District Administration,35
Government & Public Administration,District Collector,Leadership,25
Government & Public Administration,District Collector,Decision Making,20
Government & Public Administration,District Collector,Communication,10
Government & Public Administration,District Collector,Crisis Management,10
Government & Public Administration,Municipal Commissioner,Urban Administration,35
Government & Public Administration,Municipal Commissioner,Project Management,25
Government & Public Administration,Municipal Commissioner,Leadership,20
Government & Public Administration,Municipal Commissioner,Communication,10
Government & Public Administration,Municipal Commissioner,Compliance,10
Government & Public Administration,Registrar,Registration,35
Government & Public Administration,Registrar,Record Keeping,25
Government & Public Administration,Registrar,Compliance,20
Government & Public Administration,Registrar,Communication,10
Government & Public Administration,Registrar,Documentation,10
Government & Public Administration,Legislative Assistant,Legislative Research,35
Government & Public Administration,Legislative Assistant,Communication,25
Government & Public Administration,Legislative Assistant,Drafting,20
Government & Public Administration,Legislative Assistant,Compliance,10
Government & Public Administration,Legislative Assistant,Data Analysis,10
Government & Public Administration,Protocol Officer,Protocol Management,35
Government & Public Administration,Protocol Officer,Communication,25
Government & Public Administration,Protocol Officer,Organization,20
Government & Public Administration,Protocol Officer,Event Planning,10
Government & Public Administration,Protocol Officer,Coordination,10
Health Science,General Physician,Medical Knowledge,35
Health Science,General Physician,Diagnosis,25
Health Science,General Physician,Patient Care,20
Health Science,General Physician,Communication,10
Health Science,General Physician,Record Keeping,10
Health Science,Surgeon,Surgical Skills,35
Health Science,Surgeon,Medical Knowledge,25
Health Science,Surgeon,Patient Care,20
Health Science,Surgeon,Precision,10
Health Science,Surgeon,Decision Making,10
Health Science,Dentist,Dental Procedures,35
Health Science,Dentist,Patient Care,25
Health Science,Dentist,Medical Knowledge,20
Health Science,Dentist,Communication,10
Health Science,Dentist,Attention to Detail,10
Health Science,Pharmacist,Pharmacology,35
Health Science,Pharmacist,Dispensing,25
Health Science,Pharmacist,Communication,20
Health Science,Pharmacist,Patient Counseling,10
Health Science,Pharmacist,Attention to Detail,10
Health Science,Nurse,Nursing Care,35
Health Science,Nurse,Patient Assessment,25
Health Science,Nurse,Communication,20
Health Science,Nurse,Record Keeping,10
Health Science,Nurse,Empathy,10
Health Science,Physiotherapist,Physiotherapy,35
Health Science,Physiotherapist,Patient Assessment,25
Health Science,Physiotherapist,Communication,20
Health Science,Physiotherapist,Rehabilitation,10
Health Science,Physiotherapist,Empathy,10
Health Science,Occupational Therapist,Therapy Planning,35
Health Science,Occupational Therapist,Patient Assessment,25
Health Science,Occupational Therapist,Rehabilitation,20
Health Science,Occupational Therapist,Communication,10
Health Science,Occupational Therapist,Empathy,10
Health Science,Radiologist,Radiology,35
Health Science,Radiologist,Diagnosis,25
Health Science,Radiologist,Technical Skills,20
Health Science,Radiologist,Communication,10
Health Science,Radiologist,Record Keeping,10
Health Science,Pathologist,Pathology,35
Health Science,Pathologist,Diagnosis,25
Health Science,Pathologist,Laboratory Skills,20
Health Science,Pathologist,Attention to Detail,10
Health Science,Pathologist,Reporting,10
Health Science,Medical Lab Technician,Lab Testing,35
Health Science,Medical Lab Technician,Technical Skills,25
Health Science,Medical Lab Technician,Attention to Detail,20
Health Science,Medical Lab Technician,Reporting,10
Health Science,Medical Lab Technician,Safety Practices,10
Health Science,Optometrist,Vision Assessment,35
Health Science,Optometrist,Patient Care,25
Health Science,Optometrist,Communication,20
Health Science,Optometrist,Diagnosis,10
Health Science,Optometrist,Attention to Detail,10
Health Science,Audiologist,Hearing Assessment,35
Health Science,Audiologist,Patient Care,25
Health Science,Audiologist,Communication,20
Health Science,Audiologist,Counseling,10
Health Science,Audiologist,Technical Skills,10
Health Science,Nutritionist,Nutrition Counseling,35
Health Science,Nutritionist,Diet Planning,25
Health Science,Nutritionist,Communication,20
Health Science,Nutritionist,Research,10
Health Science,Nutritionist,Client Education,10
Health Science,Speech Therapist,Speech Therapy,35
Health Science,Speech Therapist,Patient Assessment,25
Health Science,Speech Therapist,Communication,20
Health Science,Speech Therapist,Counseling,10
Health Science,Speech Therapist,Empathy,10
Health Science,Psychiatrist,Psychiatry,35
Health Science,Psychiatrist,Diagnosis,25
Health Science,Psychiatrist,Patient Care,20
Health Science,Psychiatrist,Counseling,10
Health Science,Psychiatrist,Communication,10
Health Science,Psychologist,Psychology,35
Health Science,Psychologist,Assessment,25
Health Science,Psychologist,Counseling,20
Health Science,Psychologist,Research,10
Health Science,Psychologist,Communication,10
Health Science,Medical Social Worker,Social Work,35
Health Science,Medical Social Worker,Counseling,25
Health Science,Medical Social Worker,Communication,20
Health Science,Medical Social Worker,Empathy,10
Health Science,Medical Social Worker,Case Management,10
Health Science,Hospital Administrator,Hospital Management,35
Health Science,Hospital Administrator,Leadership,25
Health Science,Hospital Administrator,Communication,20
Health Science,Hospital Administrator,Compliance,10
Health Science,Hospital Administrator,Decision Making,10
Health Science,Medical Coder,Medical Coding,35
Health Science,Medical Coder,Data Entry,25
Health Science,Medical Coder,Attention to Detail,20
Health Science,Medical Coder,Compliance,10
Health Science,Medical Coder,Communication,10
Health Science,Emergency Medical Technician,Emergency Response,35
Health Science,Emergency Medical Technician,Patient Care,25
Health Science,Emergency Medical Technician,Communication,20
Health Science,Emergency Medical Technician,Decision Making,10
Health Science,Emergency Medical Technician,Technical Skills,10
Health Science,Dental Hygienist,Dental Hygiene,35
Health Science,Dental Hygienist,Patient Care,25
Health Science,Dental Hygienist,Communication,20
Health Science,Dental Hygienist,Infection Control,10
Health Science,Dental Hygienist,Attention to Detail,10
Health Science,Paramedic,Emergency Care,35
Health Science,Paramedic,Patient Assessment,25
Health Science,Paramedic,Technical Skills,20
Health Science,Paramedic,Communication,10
Health Science,Paramedic,Decision Making,10
Health Science,Veterinary Doctor,Veterinary Medicine,35
Health Science,Veterinary Doctor,Animal Care,25
Health Science,Veterinary Doctor,Diagnosis,20
Health Science,Veterinary Doctor,Communication,10
Health Science,Veterinary Doctor,Empathy,10
Health Science,Veterinary Assistant,Animal Care,35
Health Science,Veterinary Assistant,Assistance Skills,25
Health Science,Veterinary Assistant,Communication,20
Health Science,Veterinary Assistant,Record Keeping,10
Health Science,Veterinary Assistant,Attention to Detail,10
Health Science,Medical Records Technician,Medical Records,35
Health Science,Medical Records Technician,Data Entry,25
Health Science,Medical Records Technician,Attention to Detail,20
Health Science,Medical Records Technician,Compliance,10
Health Science,Medical Records Technician,Organization,10
Health Science,Health Educator,Health Education,35
Health Science,Health Educator,Communication,25
Health Science,Health Educator,Counseling,20
Health Science,Health Educator,Research,10
Health Science,Health Educator,Client Engagement,10
Health Science,Occupational Health & Safety Officer,Safety Management,35
Health Science,Occupational Health & Safety Officer,Compliance,25
Health Science,Occupational Health & Safety Officer,Training,20
Health Science,Occupational Health & Safety Officer,Risk Assessment,10
Health Science,Occupational Health & Safety Officer,Communication,10
Health Science,Blood Bank Technician,Blood Testing,35
Health Science,Blood Bank Technician,Lab Skills,25
Health Science,Blood Bank Technician,Attention to Detail,20
Health Science,Blood Bank Technician,Compliance,10
Health Science,Blood Bank Technician,Record Keeping,10
Health Science,Anaesthesiologist,Anaesthesia,35
Health Science,Anaesthesiologist,Patient Monitoring,25
Health Science,Anaesthesiologist,Medical Knowledge,20
Health Science,Anaesthesiologist,Communication,10
Health Science,Anaesthesiologist,Decision Making,10
Health Science,Ophthalmic Assistant,Ophthalmic Assistance,35
Health Science,Ophthalmic Assistant,Patient Care,25
Health Science,Ophthalmic Assistant,Technical Skills,20
Health Science,Ophthalmic Assistant,Communication,10
Health Science,Ophthalmic Assistant,Record Keeping,10
Hospitality & Tourism,Hotel Manager,Hotel Management,35
Hospitality & Tourism,Hotel Manager,Leadership,25
Hospitality & Tourism,Hotel Manager,Customer Service,20
Hospitality & Tourism,Hotel Manager,Communication,10
Hospitality & Tourism,Hotel Manager,Problem Solving,10
Hospitality & Tourism,Front Office Manager,Front Office Operations,35
Hospitality & Tourism,Front Office Manager,Customer Service,25
Hospitality & Tourism,Front Office Manager,Communication,20
Hospitality & Tourism,Front Office Manager,Organization,10
Hospitality & Tourism,Front Office Manager,Team Management,10
Hospitality & Tourism,Housekeeping Supervisor,Housekeeping Management,35
Hospitality & Tourism,Housekeeping Supervisor,Supervision,25
Hospitality & Tourism,Housekeeping Supervisor,Attention to Detail,20
Hospitality & Tourism,Housekeeping Supervisor,Communication,10
Hospitality & Tourism,Housekeeping Supervisor,Training,10
Hospitality & Tourism,Chef,Culinary Skills,35
Hospitality & Tourism,Chef,Menu Planning,25
Hospitality & Tourism,Chef,Kitchen Management,20
Hospitality & Tourism,Chef,Creativity,10
Hospitality & Tourism,Chef,Hygiene Practices,10
Hospitality & Tourism,Sous Chef,Culinary Skills,35
Hospitality & Tourism,Sous Chef,Team Management,25
Hospitality & Tourism,Sous Chef,Menu Planning,20
Hospitality & Tourism,Sous Chef,Communication,10
Hospitality & Tourism,Sous Chef,Hygiene Practices,10
Hospitality & Tourism,Pastry Chef,Pastry Skills,35
Hospitality & Tourism,Pastry Chef,Creativity,25
Hospitality & Tourism,Pastry Chef,Menu Planning,20
Hospitality & Tourism,Pastry Chef,Attention to Detail,10
Hospitality & Tourism,Pastry Chef,Hygiene Practices,10
Hospitality & Tourism,Steward,Table Service,35
Hospitality & Tourism,Steward,Communication,25
Hospitality & Tourism,Steward,Hygiene Practices,20
Hospitality & Tourism,Steward,Customer Service,10
Hospitality & Tourism,Steward,Organization,10
Hospitality & Tourism,Restaurant Manager,Restaurant Management,35
Hospitality & Tourism,Restaurant Manager,Customer Service,25
Hospitality & Tourism,Restaurant Manager,Team Management,20
Hospitality & Tourism,Restaurant Manager,Communication,10
Hospitality & Tourism,Restaurant Manager,Problem Solving,10
Hospitality & Tourism,Food & Beverage Manager,F&B Management,35
Hospitality & Tourism,Food & Beverage Manager,Leadership,25
Hospitality & Tourism,Food & Beverage Manager,Customer Service,20
Hospitality & Tourism,Food & Beverage Manager,Communication,10
Hospitality & Tourism,Food & Beverage Manager,Menu Planning,10
Hospitality & Tourism,Banquet Manager,Banquet Management,35
Hospitality & Tourism,Banquet Manager,Event Planning,25
Hospitality & Tourism,Banquet Manager,Customer Service,20
Hospitality & Tourism,Banquet Manager,Communication,10
Hospitality & Tourism,Banquet Manager,Organization,10
Hospitality & Tourism,Catering Manager,Catering Operations,35
Hospitality & Tourism,Catering Manager,Menu Planning,25
Hospitality & Tourism,Catering Manager,Customer Service,20
Hospitality & Tourism,Catering Manager,Communication,10
Hospitality & Tourism,Catering Manager,Team Management,10
Hospitality & Tourism,Bartender,Bartending Skills,35
Hospitality & Tourism,Bartender,Customer Service,25
Hospitality & Tourism,Bartender,Communication,20
Hospitality & Tourism,Bartender,Attention to Detail,10
Hospitality & Tourism,Bartender,Product Knowledge,10
Hospitality & Tourism,Sommelier,Wine Knowledge,35
Hospitality & Tourism,Sommelier,Customer Service,25
Hospitality & Tourism,Sommelier,Communication,20
Hospitality & Tourism,Sommelier,Pairing Skills,10
Hospitality & Tourism,Sommelier,Product Knowledge,10
Hospitality & Tourism,Travel Agent,Travel Planning,35
Hospitality & Tourism,Travel Agent,Communication,25
Hospitality & Tourism,Travel Agent,Customer Service,20
Hospitality & Tourism,Travel Agent,Sales Skills,10
Hospitality & Tourism,Travel Agent,Destination Knowledge,10
Hospitality & Tourism,Tour Guide,Tour Guiding,35
Hospitality & Tourism,Tour Guide,Communication,25
Hospitality & Tourism,Tour Guide,Customer Service,20
Hospitality & Tourism,Tour Guide,Storytelling,10
Hospitality & Tourism,Tour Guide,Local Knowledge,10
Hospitality & Tourism,Event Manager,Event Management,35
Hospitality & Tourism,Event Manager,Planning,25
Hospitality & Tourism,Event Manager,Customer Service,20
